Day,quarter,Treatment,Cosm,Temperature
5,50,block,programmed,14.792
5,51,block,programmed,17.3125
5,52,block,programmed,19.833
5,53,block,programmed,19.833
5,54,block,programmed,19.833
5,55,block,programmed,19.833
5,56,block,programmed,19.833
5,57,block,programmed,19.833
5,58,block,programmed,19.833
5,59,block,programmed,19.833
5,60,block,programmed,19.833
5,61,block,programmed,19.833
5,62,block,programmed,19.833
5,63,block,programmed,19.833
5,64,block,programmed,19.833
5,65,block,programmed,19.833
5,66,block,programmed,19.833
5,67,block,programmed,19.833
5,68,block,programmed,19.833
5,69,block,programmed,19.833
5,70,block,programmed,19.833
5,71,block,programmed,19.833
5,72,block,programmed,19.833
5,73,block,programmed,19.833
5,74,block,programmed,19.833
5,75,block,programmed,19.833
5,76,block,programmed,19.833
5,77,block,programmed,19.833
5,78,block,programmed,19.833
5,79,block,programmed,19.833
5,80,block,programmed,19.833
5,81,block,programmed,19.833
5,82,block,programmed,19.833
5,83,block,programmed,19.833
5,84,block,programmed,19.833
5,85,block,programmed,19.833
5,86,block,programmed,19.833
5,87,block,programmed,19.833
5,88,block,programmed,19.833
5,89,block,programmed,19.833
5,90,block,programmed,19.833
5,91,block,programmed,19.833
5,92,block,programmed,19.833
5,93,block,programmed,17.3125
5,94,block,programmed,14.792
5,95,block,programmed,14.792
5,96,block,programmed,14.792
6,1,block,programmed,14.792
6,2,block,programmed,14.792
6,3,block,programmed,14.792
6,4,block,programmed,14.792
6,5,block,programmed,14.792
6,6,block,programmed,14.792
6,7,block,programmed,14.792
6,8,block,programmed,14.792
6,9,block,programmed,14.792
6,10,block,programmed,14.792
6,11,block,programmed,14.792
6,12,block,programmed,14.792
6,13,block,programmed,14.792
6,14,block,programmed,14.792
6,15,block,programmed,14.792
6,16,block,programmed,14.792
6,17,block,programmed,14.792
6,18,block,programmed,14.792
6,19,block,programmed,14.792
6,20,block,programmed,14.792
6,21,block,programmed,14.792
6,22,block,programmed,14.792
6,23,block,programmed,14.792
6,24,block,programmed,14.792
6,25,block,programmed,14.792
6,26,block,programmed,14.792
6,27,block,programmed,14.792
6,28,block,programmed,14.792
6,29,block,programmed,14.792
6,30,block,programmed,14.792
6,31,block,programmed,14.792
6,32,block,programmed,14.792
6,33,block,programmed,14.792
6,34,block,programmed,14.792
6,35,block,programmed,14.792
6,36,block,programmed,14.792
6,37,block,programmed,14.792
6,38,block,programmed,14.792
6,39,block,programmed,14.792
6,40,block,programmed,14.792
6,41,block,programmed,14.792
6,42,block,programmed,14.792
6,43,block,programmed,14.792
6,44,block,programmed,14.792
6,45,block,programmed,14.792
6,46,block,programmed,14.792
6,47,block,programmed,14.792
6,48,block,programmed,14.792
6,49,block,programmed,14.792
6,50,block,programmed,14.792
6,51,block,programmed,17.3125
6,52,block,programmed,19.833
6,53,block,programmed,19.833
6,54,block,programmed,19.833
6,55,block,programmed,19.833
6,56,block,programmed,19.833
6,57,block,programmed,19.833
6,58,block,programmed,19.833
6,59,block,programmed,19.833
6,60,block,programmed,19.833
6,61,block,programmed,19.833
6,62,block,programmed,19.833
6,63,block,programmed,19.833
6,64,block,programmed,19.833
6,65,block,programmed,19.833
6,66,block,programmed,19.833
6,67,block,programmed,19.833
6,68,block,programmed,19.833
6,69,block,programmed,19.833
6,70,block,programmed,19.833
6,71,block,programmed,19.833
6,72,block,programmed,19.833
6,73,block,programmed,19.833
6,74,block,programmed,19.833
6,75,block,programmed,19.833
6,76,block,programmed,19.833
6,77,block,programmed,19.833
6,78,block,programmed,19.833
6,79,block,programmed,19.833
6,80,block,programmed,19.833
6,81,block,programmed,19.833
6,82,block,programmed,19.833
6,83,block,programmed,19.833
6,84,block,programmed,19.833
6,85,block,programmed,19.833
6,86,block,programmed,19.833
6,87,block,programmed,19.833
6,88,block,programmed,19.833
6,89,block,programmed,19.833
6,90,block,programmed,19.833
6,91,block,programmed,19.833
6,92,block,programmed,19.833
6,93,block,programmed,17.3125
6,94,block,programmed,14.792
6,95,block,programmed,14.792
6,96,block,programmed,14.792
7,1,block,programmed,14.792
7,2,block,programmed,14.792
7,3,block,programmed,14.792
7,4,block,programmed,14.792
7,5,block,programmed,14.792
7,6,block,programmed,14.792
7,7,block,programmed,14.792
7,8,block,programmed,14.792
7,9,block,programmed,14.792
7,10,block,programmed,14.792
7,11,block,programmed,14.792
7,12,block,programmed,14.792
7,13,block,programmed,14.792
7,14,block,programmed,14.792
7,15,block,programmed,14.792
7,16,block,programmed,14.792
7,17,block,programmed,14.792
7,18,block,programmed,14.792
7,19,block,programmed,14.792
7,20,block,programmed,14.792
7,21,block,programmed,14.792
7,22,block,programmed,14.792
7,23,block,programmed,14.792
7,24,block,programmed,14.792
7,25,block,programmed,14.792
7,26,block,programmed,14.792
7,27,block,programmed,14.792
7,28,block,programmed,14.792
7,29,block,programmed,14.792
7,30,block,programmed,14.792
7,31,block,programmed,14.792
7,32,block,programmed,14.792
7,33,block,programmed,14.792
7,34,block,programmed,14.792
7,35,block,programmed,14.792
7,36,block,programmed,14.792
7,37,block,programmed,14.792
7,38,block,programmed,14.792
7,39,block,programmed,14.792
7,40,block,programmed,14.792
7,41,block,programmed,14.792
7,42,block,programmed,14.792
7,43,block,programmed,14.792
7,44,block,programmed,14.792
7,45,block,programmed,14.792
7,46,block,programmed,14.792
7,47,block,programmed,14.792
7,48,block,programmed,14.792
7,49,block,programmed,14.792
7,50,block,programmed,14.792
7,51,block,programmed,17.3125
7,52,block,programmed,19.833
7,53,block,programmed,19.833
7,54,block,programmed,19.833
7,55,block,programmed,19.833
7,56,block,programmed,19.833
7,57,block,programmed,19.833
7,58,block,programmed,19.833
7,59,block,programmed,19.833
7,60,block,programmed,19.833
7,61,block,programmed,19.833
7,62,block,programmed,19.833
7,63,block,programmed,19.833
7,64,block,programmed,19.833
7,65,block,programmed,19.833
7,66,block,programmed,19.833
7,67,block,programmed,19.833
7,68,block,programmed,19.833
7,69,block,programmed,19.833
7,70,block,programmed,19.833
7,71,block,programmed,19.833
7,72,block,programmed,19.833
7,73,block,programmed,19.833
7,74,block,programmed,19.833
7,75,block,programmed,19.833
7,76,block,programmed,19.833
7,77,block,programmed,19.833
7,78,block,programmed,19.833
7,79,block,programmed,19.833
7,80,block,programmed,19.833
7,81,block,programmed,19.833
7,82,block,programmed,19.833
7,83,block,programmed,19.833
7,84,block,programmed,19.833
7,85,block,programmed,19.833
7,86,block,programmed,19.833
7,87,block,programmed,19.833
7,88,block,programmed,19.833
7,89,block,programmed,19.833
7,90,block,programmed,19.833
7,91,block,programmed,19.833
7,92,block,programmed,19.833
7,93,block,programmed,17.3125
7,94,block,programmed,14.792
7,95,block,programmed,14.792
7,96,block,programmed,14.792
8,1,block,programmed,14.792
8,2,block,programmed,14.792
8,3,block,programmed,14.792
8,4,block,programmed,14.792
8,5,block,programmed,14.792
8,6,block,programmed,14.792
8,7,block,programmed,14.792
8,8,block,programmed,14.792
8,9,block,programmed,14.792
8,10,block,programmed,14.792
8,11,block,programmed,14.792
8,12,block,programmed,14.792
8,13,block,programmed,14.792
8,14,block,programmed,14.792
8,15,block,programmed,14.792
8,16,block,programmed,14.792
8,17,block,programmed,14.792
8,18,block,programmed,14.792
8,19,block,programmed,14.792
8,20,block,programmed,14.792
8,21,block,programmed,14.792
8,22,block,programmed,14.792
8,23,block,programmed,14.792
8,24,block,programmed,14.792
8,25,block,programmed,14.792
8,26,block,programmed,14.792
8,27,block,programmed,14.792
8,28,block,programmed,14.792
8,29,block,programmed,14.792
8,30,block,programmed,14.792
8,31,block,programmed,14.792
8,32,block,programmed,14.792
8,33,block,programmed,14.792
8,34,block,programmed,14.792
8,35,block,programmed,14.792
8,36,block,programmed,14.792
8,37,block,programmed,14.792
8,38,block,programmed,14.792
8,39,block,programmed,14.792
8,40,block,programmed,14.792
8,41,block,programmed,14.792
8,42,block,programmed,14.792
8,43,block,programmed,14.792
8,44,block,programmed,14.792
8,45,block,programmed,14.792
8,46,block,programmed,14.792
8,47,block,programmed,14.792
8,48,block,programmed,14.792
8,49,block,programmed,14.792
8,50,block,programmed,14.792
8,51,block,programmed,17.3125
8,52,block,programmed,19.833
8,53,block,programmed,19.833
8,54,block,programmed,19.833
8,55,block,programmed,19.833
8,56,block,programmed,19.833
8,57,block,programmed,19.833
8,58,block,programmed,19.833
8,59,block,programmed,19.833
8,60,block,programmed,19.833
8,61,block,programmed,19.833
8,62,block,programmed,19.833
8,63,block,programmed,19.833
8,64,block,programmed,19.833
8,65,block,programmed,19.833
8,66,block,programmed,19.833
8,67,block,programmed,19.833
8,68,block,programmed,19.833
8,69,block,programmed,19.833
8,70,block,programmed,19.833
8,71,block,programmed,19.833
8,72,block,programmed,19.833
8,73,block,programmed,19.833
8,74,block,programmed,19.833
8,75,block,programmed,19.833
8,76,block,programmed,19.833
8,77,block,programmed,19.833
8,78,block,programmed,19.833
8,79,block,programmed,19.833
8,80,block,programmed,19.833
8,81,block,programmed,19.833
8,82,block,programmed,19.833
8,83,block,programmed,19.833
8,84,block,programmed,19.833
8,85,block,programmed,19.833
8,86,block,programmed,19.833
8,87,block,programmed,19.833
8,88,block,programmed,19.833
8,89,block,programmed,19.833
8,90,block,programmed,19.833
8,91,block,programmed,19.833
8,92,block,programmed,19.833
8,93,block,programmed,17.3125
8,94,block,programmed,14.792
8,95,block,programmed,14.792
8,96,block,programmed,14.792
9,1,block,programmed,14.792
9,2,block,programmed,14.792
9,3,block,programmed,14.792
9,4,block,programmed,14.792
9,5,block,programmed,14.792
9,6,block,programmed,14.792
9,7,block,programmed,14.792
9,8,block,programmed,14.792
9,9,block,programmed,14.792
9,10,block,programmed,14.792
9,11,block,programmed,14.792
9,12,block,programmed,14.792
9,13,block,programmed,14.792
9,14,block,programmed,14.792
9,15,block,programmed,14.792
9,16,block,programmed,14.792
9,17,block,programmed,14.792
9,18,block,programmed,14.792
9,19,block,programmed,14.792
9,20,block,programmed,14.792
9,21,block,programmed,14.792
9,22,block,programmed,14.792
9,23,block,programmed,14.792
9,24,block,programmed,14.792
9,25,block,programmed,14.792
9,26,block,programmed,14.792
9,27,block,programmed,14.792
9,28,block,programmed,14.792
9,29,block,programmed,14.792
9,30,block,programmed,14.792
9,31,block,programmed,14.792
9,32,block,programmed,14.792
9,33,block,programmed,14.792
9,34,block,programmed,14.792
9,35,block,programmed,14.792
9,36,block,programmed,14.792
9,37,block,programmed,14.792
9,38,block,programmed,14.792
9,39,block,programmed,14.792
9,40,block,programmed,14.792
9,41,block,programmed,14.792
9,42,block,programmed,14.792
9,43,block,programmed,14.792
9,44,block,programmed,14.792
9,45,block,programmed,14.792
9,46,block,programmed,14.792
9,47,block,programmed,14.792
9,48,block,programmed,14.792
9,49,block,programmed,14.792
9,50,block,programmed,14.792
9,51,block,programmed,17.3125
9,52,block,programmed,19.833
9,53,block,programmed,19.833
9,54,block,programmed,19.833
9,55,block,programmed,19.833
9,56,block,programmed,19.833
9,57,block,programmed,19.833
9,58,block,programmed,19.833
9,59,block,programmed,19.833
9,60,block,programmed,19.833
9,61,block,programmed,19.833
9,62,block,programmed,19.833
9,63,block,programmed,19.833
9,64,block,programmed,19.833
9,65,block,programmed,19.833
9,66,block,programmed,19.833
9,67,block,programmed,19.833
9,68,block,programmed,19.833
9,69,block,programmed,19.833
9,70,block,programmed,19.833
9,71,block,programmed,19.833
9,72,block,programmed,19.833
9,73,block,programmed,19.833
9,74,block,programmed,19.833
9,75,block,programmed,19.833
9,76,block,programmed,19.833
9,77,block,programmed,19.833
9,78,block,programmed,19.833
9,79,block,programmed,19.833
9,80,block,programmed,19.833
9,81,block,programmed,19.833
9,82,block,programmed,19.833
9,83,block,programmed,19.833
9,84,block,programmed,19.833
9,85,block,programmed,19.833
9,86,block,programmed,19.833
9,87,block,programmed,19.833
9,88,block,programmed,19.833
9,89,block,programmed,19.833
9,90,block,programmed,19.833
9,91,block,programmed,19.833
9,92,block,programmed,19.833
9,93,block,programmed,17.3125
9,94,block,programmed,14.792
9,95,block,programmed,14.792
9,96,block,programmed,14.792
10,1,block,programmed,14.792
10,2,block,programmed,14.792
10,3,block,programmed,14.792
10,4,block,programmed,14.792
10,5,block,programmed,14.792
10,6,block,programmed,14.792
10,7,block,programmed,14.792
10,8,block,programmed,14.792
10,9,block,programmed,14.792
10,10,block,programmed,14.792
10,11,block,programmed,14.792
10,12,block,programmed,14.792
10,13,block,programmed,14.792
10,14,block,programmed,14.792
10,15,block,programmed,14.792
10,16,block,programmed,14.792
10,17,block,programmed,14.792
10,18,block,programmed,14.792
10,19,block,programmed,14.792
10,20,block,programmed,14.792
10,21,block,programmed,14.792
10,22,block,programmed,14.792
10,23,block,programmed,14.792
10,24,block,programmed,14.792
10,25,block,programmed,14.792
10,26,block,programmed,14.792
10,27,block,programmed,14.792
10,28,block,programmed,14.792
10,29,block,programmed,14.792
10,30,block,programmed,14.792
10,31,block,programmed,14.792
10,32,block,programmed,14.792
10,33,block,programmed,14.792
10,34,block,programmed,14.792
10,35,block,programmed,14.792
10,36,block,programmed,14.792
10,37,block,programmed,14.792
10,38,block,programmed,14.792
10,39,block,programmed,14.792
10,40,block,programmed,14.792
10,41,block,programmed,14.792
10,42,block,programmed,14.792
10,43,block,programmed,14.792
10,44,block,programmed,14.792
10,45,block,programmed,14.792
10,46,block,programmed,14.792
10,47,block,programmed,14.792
10,48,block,programmed,14.792
10,49,block,programmed,14.792
10,50,block,programmed,14.792
10,51,block,programmed,17.3125
10,52,block,programmed,19.833
10,53,block,programmed,19.833
10,54,block,programmed,19.833
10,55,block,programmed,19.833
10,56,block,programmed,19.833
10,57,block,programmed,19.833
10,58,block,programmed,19.833
10,59,block,programmed,19.833
10,60,block,programmed,19.833
10,61,block,programmed,19.833
10,62,block,programmed,19.833
10,63,block,programmed,19.833
10,64,block,programmed,19.833
10,65,block,programmed,19.833
10,66,block,programmed,19.833
10,67,block,programmed,19.833
10,68,block,programmed,19.833
10,69,block,programmed,19.833
10,70,block,programmed,19.833
10,71,block,programmed,19.833
10,72,block,programmed,19.833
10,73,block,programmed,19.833
10,74,block,programmed,19.833
10,75,block,programmed,19.833
10,76,block,programmed,19.833
10,77,block,programmed,19.833
10,78,block,programmed,19.833
10,79,block,programmed,19.833
10,80,block,programmed,19.833
10,81,block,programmed,19.833
10,82,block,programmed,19.833
10,83,block,programmed,19.833
10,84,block,programmed,19.833
10,85,block,programmed,19.833
10,86,block,programmed,19.833
10,87,block,programmed,19.833
10,88,block,programmed,19.833
10,89,block,programmed,19.833
10,90,block,programmed,19.833
10,91,block,programmed,19.833
10,92,block,programmed,19.833
10,93,block,programmed,17.3125
10,94,block,programmed,14.792
10,95,block,programmed,14.792
10,96,block,programmed,14.792
11,1,block,programmed,14.792
11,2,block,programmed,14.792
11,3,block,programmed,14.792
11,4,block,programmed,14.792
11,5,block,programmed,14.792
11,6,block,programmed,14.792
11,7,block,programmed,14.792
11,8,block,programmed,14.792
11,9,block,programmed,14.792
11,10,block,programmed,14.792
11,11,block,programmed,14.792
11,12,block,programmed,14.792
11,13,block,programmed,14.792
11,14,block,programmed,14.792
11,15,block,programmed,14.792
11,16,block,programmed,14.792
11,17,block,programmed,14.792
11,18,block,programmed,14.792
11,19,block,programmed,14.792
11,20,block,programmed,14.792
11,21,block,programmed,14.792
11,22,block,programmed,14.792
11,23,block,programmed,14.792
11,24,block,programmed,14.792
11,25,block,programmed,14.792
11,26,block,programmed,14.792
11,27,block,programmed,14.792
11,28,block,programmed,14.792
11,29,block,programmed,14.792
11,30,block,programmed,14.792
11,31,block,programmed,14.792
11,32,block,programmed,14.792
11,33,block,programmed,14.792
11,34,block,programmed,14.792
11,35,block,programmed,14.792
11,36,block,programmed,14.792
11,37,block,programmed,14.792
11,38,block,programmed,14.792
11,39,block,programmed,14.792
11,40,block,programmed,14.792
11,41,block,programmed,14.792
11,42,block,programmed,14.792
11,43,block,programmed,14.792
11,44,block,programmed,14.792
11,45,block,programmed,14.792
11,46,block,programmed,14.792
11,47,block,programmed,14.792
11,48,block,programmed,14.792
11,49,block,programmed,14.792
11,50,block,programmed,14.792
11,51,block,programmed,17.3125
11,52,block,programmed,19.833
11,53,block,programmed,19.833
11,54,block,programmed,19.833
11,55,block,programmed,19.833
11,56,block,programmed,19.833
11,57,block,programmed,19.833
11,58,block,programmed,19.833
11,59,block,programmed,19.833
11,60,block,programmed,19.833
11,61,block,programmed,19.833
11,62,block,programmed,19.833
11,63,block,programmed,19.833
11,64,block,programmed,19.833
11,65,block,programmed,19.833
11,66,block,programmed,19.833
11,67,block,programmed,19.833
11,68,block,programmed,19.833
11,69,block,programmed,19.833
11,70,block,programmed,19.833
11,71,block,programmed,19.833
11,72,block,programmed,19.833
11,73,block,programmed,19.833
11,74,block,programmed,19.833
11,75,block,programmed,19.833
11,76,block,programmed,19.833
11,77,block,programmed,19.833
11,78,block,programmed,19.833
11,79,block,programmed,19.833
11,80,block,programmed,19.833
11,81,block,programmed,19.833
11,82,block,programmed,19.833
11,83,block,programmed,19.833
11,84,block,programmed,19.833
11,85,block,programmed,19.833
11,86,block,programmed,19.833
11,87,block,programmed,19.833
11,88,block,programmed,19.833
11,89,block,programmed,19.833
11,90,block,programmed,19.833
11,91,block,programmed,19.833
11,92,block,programmed,19.833
11,93,block,programmed,17.3125
11,94,block,programmed,14.792
11,95,block,programmed,14.792
11,96,block,programmed,14.792
12,1,block,programmed,14.792
12,2,block,programmed,14.792
12,3,block,programmed,14.792
12,4,block,programmed,14.792
12,5,block,programmed,14.792
12,6,block,programmed,14.792
12,7,block,programmed,14.792
12,8,block,programmed,14.792
12,9,block,programmed,14.792
12,10,block,programmed,14.792
12,11,block,programmed,14.792
12,12,block,programmed,14.792
12,13,block,programmed,14.792
12,14,block,programmed,14.792
12,15,block,programmed,14.792
12,16,block,programmed,14.792
12,17,block,programmed,14.792
12,18,block,programmed,14.792
12,19,block,programmed,14.792
12,20,block,programmed,14.792
12,21,block,programmed,14.792
12,22,block,programmed,14.792
12,23,block,programmed,14.792
12,24,block,programmed,14.792
12,25,block,programmed,14.792
12,26,block,programmed,14.792
12,27,block,programmed,14.792
12,28,block,programmed,14.792
12,29,block,programmed,14.792
12,30,block,programmed,14.792
12,31,block,programmed,14.792
12,32,block,programmed,14.792
12,33,block,programmed,14.792
12,34,block,programmed,14.792
12,35,block,programmed,14.792
12,36,block,programmed,14.792
12,37,block,programmed,14.792
12,38,block,programmed,14.792
12,39,block,programmed,14.792
12,40,block,programmed,14.792
12,41,block,programmed,14.792
12,42,block,programmed,14.792
12,43,block,programmed,14.792
12,44,block,programmed,14.792
12,45,block,programmed,14.792
12,46,block,programmed,14.792
12,47,block,programmed,14.792
12,48,block,programmed,14.792
12,49,block,programmed,14.792
12,50,block,programmed,14.792
12,51,block,programmed,17.3125
12,52,block,programmed,19.833
12,53,block,programmed,19.833
12,54,block,programmed,19.833
12,55,block,programmed,19.833
12,56,block,programmed,19.833
12,57,block,programmed,19.833
12,58,block,programmed,19.833
12,59,block,programmed,19.833
12,60,block,programmed,19.833
12,61,block,programmed,19.833
12,62,block,programmed,19.833
12,63,block,programmed,19.833
12,64,block,programmed,19.833
12,65,block,programmed,19.833
12,66,block,programmed,19.833
12,67,block,programmed,19.833
12,68,block,programmed,19.833
12,69,block,programmed,19.833
12,70,block,programmed,19.833
12,71,block,programmed,19.833
12,72,block,programmed,19.833
12,73,block,programmed,19.833
12,74,block,programmed,19.833
12,75,block,programmed,19.833
12,76,block,programmed,19.833
12,77,block,programmed,19.833
12,78,block,programmed,19.833
12,79,block,programmed,19.833
12,80,block,programmed,19.833
12,81,block,programmed,19.833
12,82,block,programmed,19.833
12,83,block,programmed,19.833
12,84,block,programmed,19.833
12,85,block,programmed,19.833
12,86,block,programmed,19.833
12,87,block,programmed,19.833
12,88,block,programmed,19.833
12,89,block,programmed,19.833
12,90,block,programmed,19.833
12,91,block,programmed,19.833
12,92,block,programmed,19.833
12,93,block,programmed,17.3125
12,94,block,programmed,14.792
12,95,block,programmed,14.792
12,96,block,programmed,14.792
13,1,block,programmed,14.792
13,2,block,programmed,14.792
13,3,block,programmed,14.792
13,4,block,programmed,14.792
13,5,block,programmed,14.792
13,6,block,programmed,14.792
13,7,block,programmed,14.792
13,8,block,programmed,14.792
13,9,block,programmed,14.792
13,10,block,programmed,14.792
13,11,block,programmed,14.792
13,12,block,programmed,14.792
13,13,block,programmed,14.792
13,14,block,programmed,14.792
13,15,block,programmed,14.792
13,16,block,programmed,14.792
13,17,block,programmed,14.792
13,18,block,programmed,14.792
13,19,block,programmed,14.792
13,20,block,programmed,14.792
13,21,block,programmed,14.792
13,22,block,programmed,14.792
13,23,block,programmed,14.792
13,24,block,programmed,14.792
13,25,block,programmed,14.792
13,26,block,programmed,14.792
13,27,block,programmed,14.792
13,28,block,programmed,14.792
13,29,block,programmed,14.792
13,30,block,programmed,14.792
13,31,block,programmed,14.792
13,32,block,programmed,14.792
13,33,block,programmed,14.792
13,34,block,programmed,14.792
13,35,block,programmed,14.792
13,36,block,programmed,14.792
13,37,block,programmed,14.792
13,38,block,programmed,14.792
13,39,block,programmed,14.792
13,40,block,programmed,14.792
13,41,block,programmed,14.792
13,42,block,programmed,14.792
13,43,block,programmed,14.792
13,44,block,programmed,14.792
13,45,block,programmed,14.792
13,46,block,programmed,14.792
13,47,block,programmed,14.792
13,48,block,programmed,14.792
13,49,block,programmed,14.792
13,50,block,programmed,14.792
13,51,block,programmed,17.3125
13,52,block,programmed,19.833
13,53,block,programmed,19.833
13,54,block,programmed,19.833
13,55,block,programmed,19.833
13,56,block,programmed,19.833
13,57,block,programmed,19.833
13,58,block,programmed,19.833
13,59,block,programmed,19.833
13,60,block,programmed,19.833
13,61,block,programmed,19.833
13,62,block,programmed,19.833
13,63,block,programmed,19.833
13,64,block,programmed,19.833
13,65,block,programmed,19.833
13,66,block,programmed,19.833
13,67,block,programmed,19.833
13,68,block,programmed,19.833
13,69,block,programmed,19.833
13,70,block,programmed,19.833
13,71,block,programmed,19.833
13,72,block,programmed,19.833
13,73,block,programmed,19.833
13,74,block,programmed,19.833
13,75,block,programmed,19.833
13,76,block,programmed,19.833
13,77,block,programmed,19.833
13,78,block,programmed,19.833
13,79,block,programmed,19.833
13,80,block,programmed,19.833
13,81,block,programmed,19.833
13,82,block,programmed,19.833
13,83,block,programmed,19.833
13,84,block,programmed,19.833
13,85,block,programmed,19.833
13,86,block,programmed,19.833
13,87,block,programmed,19.833
13,88,block,programmed,19.833
13,89,block,programmed,19.833
13,90,block,programmed,19.833
13,91,block,programmed,19.833
13,92,block,programmed,19.833
13,93,block,programmed,17.3125
13,94,block,programmed,14.792
13,95,block,programmed,14.792
13,96,block,programmed,14.792
14,1,block,programmed,14.792
14,2,block,programmed,14.792
14,3,block,programmed,14.792
14,4,block,programmed,14.792
14,5,block,programmed,14.792
14,6,block,programmed,14.792
14,7,block,programmed,14.792
14,8,block,programmed,14.792
14,9,block,programmed,14.792
14,10,block,programmed,14.792
14,11,block,programmed,14.792
14,12,block,programmed,14.792
14,13,block,programmed,14.792
14,14,block,programmed,14.792
14,15,block,programmed,14.792
14,16,block,programmed,14.792
14,17,block,programmed,14.792
14,18,block,programmed,14.792
14,19,block,programmed,14.792
14,20,block,programmed,14.792
14,21,block,programmed,14.792
14,22,block,programmed,14.792
14,23,block,programmed,14.792
14,24,block,programmed,14.792
14,25,block,programmed,14.792
14,26,block,programmed,14.792
14,27,block,programmed,14.792
14,28,block,programmed,14.792
14,29,block,programmed,14.792
14,30,block,programmed,14.792
14,31,block,programmed,14.792
14,32,block,programmed,14.792
14,33,block,programmed,14.792
14,34,block,programmed,14.792
14,35,block,programmed,14.792
14,36,block,programmed,14.792
14,37,block,programmed,14.792
14,38,block,programmed,14.792
14,39,block,programmed,14.792
14,40,block,programmed,14.792
14,41,block,programmed,14.792
14,42,block,programmed,14.792
14,43,block,programmed,14.792
14,44,block,programmed,14.792
14,45,block,programmed,14.792
14,46,block,programmed,14.792
14,47,block,programmed,14.792
14,48,block,programmed,14.792
14,49,block,programmed,14.792
14,50,block,programmed,14.792
14,51,block,programmed,17.3125
14,52,block,programmed,19.833
14,53,block,programmed,19.833
14,54,block,programmed,19.833
14,55,block,programmed,19.833
14,56,block,programmed,19.833
14,57,block,programmed,19.833
14,58,block,programmed,19.833
14,59,block,programmed,19.833
14,60,block,programmed,19.833
14,61,block,programmed,19.833
14,62,block,programmed,19.833
14,63,block,programmed,19.833
14,64,block,programmed,19.833
14,65,block,programmed,19.833
14,66,block,programmed,19.833
14,67,block,programmed,19.833
14,68,block,programmed,19.833
14,69,block,programmed,19.833
14,70,block,programmed,19.833
14,71,block,programmed,19.833
14,72,block,programmed,19.833
14,73,block,programmed,19.833
14,74,block,programmed,19.833
14,75,block,programmed,19.833
14,76,block,programmed,19.833
14,77,block,programmed,19.833
14,78,block,programmed,19.833
14,79,block,programmed,19.833
14,80,block,programmed,19.833
14,81,block,programmed,19.833
14,82,block,programmed,19.833
14,83,block,programmed,19.833
14,84,block,programmed,19.833
14,85,block,programmed,19.833
14,86,block,programmed,19.833
14,87,block,programmed,19.833
14,88,block,programmed,19.833
14,89,block,programmed,19.833
14,90,block,programmed,19.833
14,91,block,programmed,19.833
14,92,block,programmed,19.833
14,93,block,programmed,17.3125
14,94,block,programmed,14.792
14,95,block,programmed,14.792
14,96,block,programmed,14.792
15,1,block,programmed,14.792
15,2,block,programmed,14.792
15,3,block,programmed,14.792
15,4,block,programmed,14.792
15,5,block,programmed,14.792
15,6,block,programmed,14.792
15,7,block,programmed,14.792
15,8,block,programmed,14.792
15,9,block,programmed,14.792
15,10,block,programmed,14.792
15,11,block,programmed,14.792
15,12,block,programmed,14.792
15,13,block,programmed,14.792
15,14,block,programmed,14.792
15,15,block,programmed,14.792
15,16,block,programmed,14.792
15,17,block,programmed,14.792
15,18,block,programmed,14.792
15,19,block,programmed,14.792
15,20,block,programmed,14.792
15,21,block,programmed,14.792
15,22,block,programmed,14.792
15,23,block,programmed,14.792
15,24,block,programmed,14.792
15,25,block,programmed,14.792
15,26,block,programmed,14.792
15,27,block,programmed,14.792
15,28,block,programmed,14.792
15,29,block,programmed,14.792
15,30,block,programmed,14.792
15,31,block,programmed,14.792
15,32,block,programmed,14.792
15,33,block,programmed,14.792
15,34,block,programmed,14.792
15,35,block,programmed,14.792
15,36,block,programmed,14.792
15,37,block,programmed,14.792
15,38,block,programmed,14.792
15,39,block,programmed,14.792
15,40,block,programmed,14.792
15,41,block,programmed,14.792
15,42,block,programmed,14.792
15,43,block,programmed,14.792
15,44,block,programmed,14.792
15,45,block,programmed,14.792
15,46,block,programmed,14.792
15,47,block,programmed,14.792
15,48,block,programmed,14.792
15,49,block,programmed,14.792
15,50,block,programmed,14.792
15,51,block,programmed,17.3125
15,52,block,programmed,19.833
15,53,block,programmed,19.833
15,54,block,programmed,19.833
15,55,block,programmed,19.833
15,56,block,programmed,19.833
15,57,block,programmed,19.833
15,58,block,programmed,19.833
15,59,block,programmed,19.833
15,60,block,programmed,19.833
15,61,block,programmed,19.833
15,62,block,programmed,19.833
15,63,block,programmed,19.833
15,64,block,programmed,19.833
15,65,block,programmed,19.833
15,66,block,programmed,19.833
15,67,block,programmed,19.833
15,68,block,programmed,19.833
15,69,block,programmed,19.833
15,70,block,programmed,19.833
15,71,block,programmed,19.833
15,72,block,programmed,19.833
15,73,block,programmed,19.833
15,74,block,programmed,19.833
15,75,block,programmed,19.833
15,76,block,programmed,19.833
15,77,block,programmed,19.833
15,78,block,programmed,19.833
15,79,block,programmed,19.833
15,80,block,programmed,19.833
15,81,block,programmed,19.833
15,82,block,programmed,19.833
15,83,block,programmed,19.833
15,84,block,programmed,19.833
15,85,block,programmed,19.833
